Year of arrival at port of disembarkation,Voyage ID,Vessel name,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,VOYAGEID2,Captives arrived at 1st port,Captain's name
1774,107013,Favorite,"Grenada, place unspecified",Roanoke,,15,"Simon, Daniel"
1774,107014,Prince of Wales,"Jamaica, place unspecified",Brunswick,,8,"Sergent, Robert"
1774,107015,Three Marys,"Grenada, place unspecified",Brunswick,,5,"Mace, Thomas"
1775,107016,Industry,Charleston,Brunswick,,9,"Fowkes, Yelverton"
1775,107017,Britania,"Hispaniola, unspecified",Roanoke,,2,"Talbot, Seth"
1775,107018,Bobbin Joan,"Dominica, place unspecified",Brunswick,,1,"Thompson, Silvester"
1784,107019,Polly,New York,Brunswick,,2,"Raddon, William"
1784,107020,Wilmington,Charleston,Brunswick,,40,"Withers, Thomas"
1785,107021,Friendship,New Providence,Brunswick,,8,"Sheddon, Robert"
1788,107022,Two Friends,New Providence,Brunswick,,,"Hofton, Enoch"
1767,107023,Nancy,St. Eustatius,New Providence,,,"Phillips, William"
1776,107024,Morning Star,"Jamaica, place unspecified",Mosquito Shore,,,"Miller, David"
1708,107025,Dyamond,"Barbados, place unspecified","Antigua, place unspecified",,,"Lea, William"
1712,107026,Betty,"Barbados, place unspecified","Antigua, place unspecified",,,"Landell, Thomas"
1712,107027,Sea Flower,"Barbados, place unspecified","Antigua, place unspecified",,,"Thurston, Daniel"
1715,107028,Sarah,"Guadeloupe, place unspecified","Antigua, place unspecified",,,"White, Samuel"
1715,107029,Three Brothers,"Barbados, place unspecified","Antigua, place unspecified",,,"Norniold, Thomas"
1715,107030,Vexation,"Guadeloupe, place unspecified","Antigua, place unspecified",,,"Leary, John"
1719,107031,Tristan,"Barbados, place unspecified","Antigua, place unspecified",,31,"Harry, Thomas"
1719,107032,Hereford,"Barbados, place unspecified","Antigua, place unspecified",,6,"Bowen, William"
1719,107033,Hanover,Boston,"Antigua, place unspecified",,12,"Winslow, John"
1686,107034,Hopewell,"Nevis, port unspecified",New York,,,"Moore, Thomas"
1686,107035,Phillip and John,"Nevis, port unspecified",New York,,,"Ladd, Johon"
1687,107036,William,"Barbados, place unspecified","Nevis, port unspecified",,48,"Carbridge, William"
1687,107037,Truelove,"Barbados, place unspecified","Nevis, port unspecified",,80,"Keeck, Symon"
1766,107038,Little Betsey,Savannah,St. Augustine,,,"Hopkins, Henry"
1766,107039,Polly,"St. Kitts, port unspecified",Savannah,,24,"Anderson, John"
1766,107040,Mary,"Montserrat, port unspecified",Savannah,,10,"Dale, Thomas"
1766,107041,Jenny,"St. Kitts, port unspecified",Savannah,,4,"Caldwell, Robert"
1766,107042,Argyle,"St. Kitts, port unspecified",Savannah,,7,"Cunningham, Charles"
1766,107043,Betty,"Montserrat, port unspecified",Savannah,,10,"Higgin, John"
1765,107044,Ogeeche,"St. Kitts, port unspecified",Savannah,,5,"Drummond, David"
1765,107045,Providence,Curaçao,Savannah,,9,"Gilbert, Marit"
1765,107046,Pretty Polly,"St. Kitts, port unspecified",Savannah,,4,"Bean, John"
1765,107047,Juliana,"Jamaica, place unspecified",Savannah,,1,"Sullivan, John"
1765,107048,Industry,"Guadeloupe, place unspecified",Savannah,,2,"Harvey, Jonathan"
1765,107049,Nelly,"Jamaica, place unspecified",Savannah,,10,"Campbell, Douglas"
1765,107050,Friendship,St. Croix,Savannah,,7,"Ogilvie, James"
1765,107051,Augustine Packet,Savannah,St. Augustine,,,"Goffe, Francis"
1765,107052,Friendship,Curaçao,Savannah,,10,"Morey, John"
1765,107053,Leghorn Gally,"St. Kitts, port unspecified",Savannah,,27,"Reid, John"
1765,107054,Hawke,"Jamaica, place unspecified",Savannah,,9,"Duthie, Archibald"
1765,107055,Elizabeth,Charleston,Savannah,,60,"Cox, George"
1765,107056,Charlotte,"Jamaica, place unspecified",Savannah,,30,"Alger, Preserved"
1765,107057,Nancy,"St. Kitts, port unspecified",Savannah,,4,"Stone, Joseph"
1765,107058,Jonathan,"South Carolina, place unspecified",Savannah,,16,"Williams, Jarvis"
1765,107059,Ann,St. Croix,Savannah,,5,"Peniston, Benjamin"
1765,107060,Leghorn Gally,"St. Kitts, port unspecified",Savannah,,12,"Reid, John"
1765,107061,Nancy,"St. Kitts, port unspecified",Savannah,,7,"Stone, Joseph"
1765,107062,Industry,"St. Kitts, port unspecified",Savannah,,2,"Robinson, Richard"
1765,107063,Margaret,"St. Kitts, port unspecified",Savannah,,6,"Wells, Andrew Elston"
1765,107064,Prince Frederick,Charleston,Sunbury,,2,"Fletcher, John"
1765,107065,Maryanne,Providence,Sunbury,,2,"Smith, Thomas"
1765,107066,Adventure,"Jamaica, place unspecified",Sunbury,,13,"Fortune, Patrick"
1764,107067,Sally,Kingston,Sunbury,,5,"Chalmers, George"
1764,107068,Experiment,St. Croix,Sunbury,,21,"Miles, John"
1764,107069,Recovery,"St. Kitts, port unspecified",Sunbury,,16,"Dunsom, John"
1764,107070,Recovery,"Jamaica, place unspecified",Sunbury,,4,"Wake, Joseph"
1764,107071,Isabella,"St. Kitts, port unspecified",Savannah,,6,"Martin, Isaac"
1764,107072,Sally,"Montserrat, port unspecified",Savannah,,12,"Chapman, Benjamin"
1764,107073,Industry,"St. Kitts, port unspecified",Savannah,,36,"Waldon, James"
1764,107074,Cicero,"St. Kitts, port unspecified",Savannah,,25,"Lovitt, Israel"
1764,107075,Providence,Curaçao,Savannah,,17,"Williams, Edward"
1764,107076,Fanny,"St. Kitts, port unspecified",Savannah,,13,"Sampson, Ralph"
1764,107077,Betsey,"Jamaica, place unspecified",Savannah,,11,"Benson, John"
1764,107078,Pitt,"South Carolina, place unspecified",Savannah,,1,"Richardson, William"
1764,107079,Polly,"Montserrat, port unspecified",Savannah,,4,"Phillips, William"
1764,107080,Charming Kitty,"Tortola, port unspecified",Savannah,,28,"Earle, John"
1764,107081,Albemarle,"Jamaica, place unspecified",Savannah,,5,"Tatem, William"
1764,107082,Providence,"Montserrat, port unspecified",Savannah,,10,"Higgin, John"
1764,107083,Brotherly Love,"Jamaica, place unspecified",Savannah,,15,"Bell, Elisha"
1764,107084,Elizabeth,Curaçao,Savannah,,23,"Morgan, Obadiah"
1764,107085,Cecilia,"Jamaica, place unspecified",Savannah,,6,"Wilson, Andrew"
1764,107086,Robert,"Grenada, place unspecified",Savannah,,6,"Banks, Thomas"
1764,107087,Friendship,Curaçao,Savannah,,7,"Morey, John"
1722,107088,Catherine,Charleston,"Barbados, place unspecified",,,"Farber, Matthew"
1724,107089,Endeavour,Charleston,"Jamaica, place unspecified",,,"Banbery, James"
1735,107091,Neptune,Charleston,Providence,,,"Wyat, Ebenezer"
1735,107092,Elizabeth and Mary,Charleston,Providence,,,"Donovan, James"
1735,107093,Neptune,Charleston,Providence,,,"Tucker, Mansfield"
1735,107094,Elizabeth,Charleston,"St. Kitts, port unspecified",,,"Newton, Samuel"
1736,107095,Rebecca and Mary,Charleston,Providence,,,"Watson, William"
1736,107096,Monimia[?],Charleston,Mobile,,,"Callock, John"
1736,107097,Neptune,Charleston,New York,,,"Tucker, Mansfield"
1736,107098,Neptune,Charleston,New Providence,,,"Tucker, Mansfield"
1736,107099,Sarah,Charleston,"Georgia, port unspecified",,,"Colcock, Joseph"
1737,107100,Midnight,Charleston,New York,,2,"Tucker, James"
1737,107101,Freemason,Charleston,New York,,,"Parmyler, J."
1737,107102,Warwick,Charleston,Georgetown,,,"Darrell, John"
1737,107103,Neptune,Charleston,St. Augustine,,,"Tucker, Mansfield"
1737,107104,Sarah,Charleston,Mobile,,,"Colcock, Joseph"
1738,107105,Endeavour,Charleston,Georgetown,,,"Outerbridge, Leo"
1738,107106,Sarah and Elizabeth,Charleston,Philadelphia,,,"Drummond, Seth"
1738,107107,Success,Charleston,New Providence,,,"Prew, Joseph"
1738,107109,Georgia Packet,Charleston,New York,,18,"Lusk, John"
1738,107110,Charming Betty,Charleston,New Providence,,,"Crosthwaite, Thomas"
1738,107111,Anna,Charleston,Philadelphia,,12,"Tisdall, Henry"
1738,107112,Midnight,Charleston,New York,,4,"Tucker, James"
1738,107113,Georgia Packet,Charleston,New York,,5,"Fleetwood, Burdett Pilkintone"
1738,107114,Success,Charleston,New Providence,,,"Prew, Joseph"
1738,107115,Mary,Charleston,New Providence,,,"Webber, Samuel"
1738,107116,Two Brothers,Charleston,New York,,1,"Cammon, Peter"
1738,107117,Little Gypsy,Charleston,New Providence,,,"Rivers, Robert Jr."
1738,107118,Molly,Charleston,New Providence,,,"Brown, Cornelius"
1738,107119,Saint Peter,Charleston,New York,,12,"Hunt, John"
1739,107120,Mary,Charleston,"Jamaica, place unspecified",,,"Rees, John"
1739,107121,Katherine,Charleston,New Providence,,,"Jones, Josiah"
1739,107122,Caesar,Charleston,"Jamaica, place unspecified",,,"Messnard, Francis"
1763,107123,Ann and Martha,Charleston,St. Augustine,,,"Buckle, Thomas"
1763,107124,Endeavour,Charleston,St. Augustine,,,"Rogers, James"
1763,107125,Harlequin,Charleston,St. Augustine,,,"Remington, William"
1766,107126,Polly,Charleston,Mosquito Shore,,,"Ireland, John"
1765,107127,Mary,Charleston,St. Augustine,,,"Hardy, Thomas"
1767,107128,East Florida Packet,"South Carolina, place unspecified",St. Augustine,,30,"Barton, Benjamin"
1768,107129,Queenby,"Georgia, port unspecified",St. Augustine,,20,"Wells, Andrew Elton"
1767,107130,Hawk,"South Carolina, place unspecified",St. Augustine,,21,"Williams, Thomas"
1768,107131,Juno,"South Carolina, place unspecified",St. Augustine,,32,"Ryall, Maltus"
1768,107132,Betsey,"South Carolina, place unspecified",St. Augustine,,16,"Rogers, Henry"
1768,107133,Susannah,"Georgia, port unspecified",St. Augustine,,93,"Furse, James"
1768,107134,Hawk,St. Augustine,"South Carolina, place unspecified",,,"Williams, Thomas"
1769,107135,Expedition,"South Carolina, place unspecified",St. Augustine,,21,"Doran, John"
1769,107136,Ogeeche,"Georgia, port unspecified",St. Augustine,,4,"Goffe, Francis"
1769,107137,Expedition,"South Carolina, place unspecified",St. Augustine,,22,"Doran, John"
1722,107138,John and Catherine,"Barbados, place unspecified",Perth Amboy,,17,"Tudor, John"
1725,107139,Dove,"Barbados, place unspecified",Perth Amboy,,8,"Webb, John"
1726,107140,Ann and Judith,"French Caribbean, colony unspecified",Perth Amboy,,4,"Vincent, Samuel"
1726,107141,Mary,"Jamaica, place unspecified",Perth Amboy,,4,"Lawrence, Dennis"
1726,107142,Sea Flower,"Antigua, place unspecified",Perth Amboy,,7,"Fitzrandolph, Samuel"
1726,107143,Anne,"Jamaica, place unspecified",Perth Amboy,,3,"Garritts, Garrit"
1726,107144,Lark,"Jamaica, place unspecified",Perth Amboy,,1,"Foy, James"
1727,107145,Industry,"Americas, port unspecified",New York,,7,"Minors, Robert"
1727,107146,Jolly Batchelor,Perth Amboy,"USA, location unspecified",,,"Appleby, Banjamin"
1727,107147,Rose,"St. Kitts, port unspecified",Perth Amboy,,10,"Maxwell, William"
1727,107148,Westmorland,"Jamaica, place unspecified",Perth Amboy,,4,"Emmet, John"
1734,107149,Hope,"Jamaica, place unspecified",Perth Amboy,,32,"Bedford, John"
1740,107150,Retrieve,"St. Kitts, port unspecified",Perth Amboy,,38,"Seymour, John"
1740,107151,Antigua Packet,"Antigua, place unspecified",Perth Amboy,,25,"Lawrence, Henry"
1740,107152,Ranger,"Antigua, place unspecified",Perth Amboy,,40,"Bayard, Samuel"
1741,107153,Two Brothers,"Rhode Island, port unspecified",Perth Amboy,,10,"Smith, Joseph"
1743,107154,Olive Branch,Basse-Terre,Perth Amboy,,10,"Vardill, Thomas"
1747,107155,New Brunswick,"Rhode Island, port unspecified",Perth Amboy,,4,"Gibb, Richard"
1747,107156,Elizabeth,"Rhode Island, port unspecified",Perth Amboy,,6,"Groves, Jonathan"
1751,107157,Virgin,"St. Kitts, port unspecified",Perth Amboy,,34,"Smith, Joseph"
1751,107158,Charming Betty,"Barbados, place unspecified",Perth Amboy,,11,"Emmett, William"
1750,107159,Elizabeth,"Antigua, place unspecified",Perth Amboy,,50,"Sarjant, Samuel"
1750,107160,Prudence,"North Carolina, port unspecified",Perth Amboy,,2,"Anderson, Jacob"
1751,107161,New Brunswick,"Rhode Island, port unspecified",Perth Amboy,,4,"Gibb, Richard"
1748,107162,New Brunswick,"Rhode Island, port unspecified",Perth Amboy,,4,"Gibb, Richard"
1748,107163,Elizabeth,"Rhode Island, port unspecified",Perth Amboy,,6,"Graves, Jonathan"
1749,107164,Jane and Hector,"Jamaica, place unspecified",Perth Amboy,,24,"Buffet, John"
1763,107165,Sally,Perth Amboy,"Antigua, place unspecified",,,"Farmer, Thomas"
1742,107166,,"Barbados, place unspecified","St. Vincent, port unspecified",,,
1743,107167,Salamander,"Barbados, place unspecified",Philadelphia,,,"Houston, George"
1743,107168,Liverpoole,"Barbados, place unspecified",Philadelphia,,,"Rowe, Pat"
1746,107169,Delight,Philadelphia,Caribbean (colony unspecified),,,"Talbott, Richard"
1742,107170,Speedwell?],"Barbados, place unspecified",Philadelphia,,,"Bell, [William?]"
1776,107171,Betsey,South Potomac,Philadelphia,,6,
1729,107172,Ruby,Kingston,Kingston,[16517],,"Leycraft<br/> Cooper, Charles"
1752,107173,Two Brothers,Piscataqua,"Virginia, port unspecified",,,"Ratliffs, Samuel"
1754,107174,Venture,"Barbados, place unspecified",Piscataqua,,14,"Pattison, Joseph"
1755,107175,Tryall,Piscataqua,"North Carolina, port unspecified",,,"Keating, Richard"
1757,107176,Richard,Piscataqua,"St. Kitts, port unspecified",,,"Brown, John"
1758,107177,Bristol Carrier,Piscataqua,Carolinas,,,"Gram, John"
1760,107178,General Townsend,St. Croix,Piscataqua,,6,Bunberry
1727,107179,Venus,"Antigua, place unspecified",Piscataqua,,12,"Simes, John"
1727,107180,Hope,"Grenada, place unspecified",Piscataqua,,11,"Row, John"
1742,107181,Samuel,Boston,Piscataqua,,2,"Batson, John"
1747,107182,Dolphin,Piscataqua,"Virginia, port unspecified",,,"Holmes, Benjamin"
1749,107183,Pepperell,"Barbados, place unspecified",Piscataqua,,70,"Power, Joseph"
1766,107184,Endeavor,Piscataqua,"Maryland, port unspecified",,,"Searse, Samuel"
1767,107185,Betsey,"Montserrat, port unspecified","Georgia, port unspecified",,1,"Higgins, John"
1688,107186,Nathaniel,Boston,"Virginia, port unspecified",,,"Buskill, Nathaniel"
1718,107187,Greyhound,"Antigua, place unspecified",Boston,,10,"Challoner, William"
1718,107188,Martha and Hannah,"Barbados, place unspecified",Boston,,1,"Norris, Francis"
1719,107189,Two Brothers,St. Maarten,Boston,,4,"Young, Benjamin"
1762,107190,Sally,Boston,New York,,,"Wimble, William"
1730,107191,Anne and Elizabeth,Tortuga,Philadelphia,,,"Searle, John"
1762,107192,Betsey,Boston,"Maryland, port unspecified",,,"Sansom, Chapin"
1762,107193,Stamford,Boston,New York,,,"Wimble, William"
1762,107194,Nancy,Boston,"Virginia, port unspecified",,,"Mosely, Anthony"
1764,107195,Stamford,Boston,New Providence,,,"Wimble, William"
1764,107196,Sally,New Providence,Boston,,3,"Randall, Benjamin"
1758,107197,Union,"Suriname, place unspecified",Boston,,29,"Tomson, Thomas"
1761,107198,Benjamin and Sally,"Suriname, place unspecified",Boston,,7,"Jarvis, Edward"
1761,107199,Happy Return,Boston,"Jamaica, place unspecified",,,"Fellows, Samuel"
1723,107200,Sarah and Mary,"Barbados, place unspecified",Philadelphia,,5,"Morris, Isaac"
1723,107201,Glasgow,"South Carolina, place unspecified",Philadelphia,,,"Warden, William"
1726,107202,Sarah,"South Carolina, place unspecified",Philadelphia,,,"Spafford, William"
1727,107203,Jane,"Barbados, place unspecified",Philadelphia,,,"Thompson, Stephen"
1727,107204,Keith,"Jamaica, place unspecified",Philadelphia,,,"Spafford, William"
1728,107205,,"Americas, port unspecified",Philadelphia,,,
1729,107206,Rose,"Barbados, place unspecified",Philadelphia,,,"Wilson, Joseph"
1729,107207,New Bristol Hope,"Barbados, place unspecified",Philadelphia,,7,"Wilkins, James"
1729,107208,Saint Andrew,Bermuda,Philadelphia,,,"Burgy, John"
1729,107209,Royal Design,Bermuda,Philadelphia,,,"Frith, Joseph"
1730,107210,Sarah and Frances [Thomas?],"St. Kitts, port unspecified",Philadelphia,,,"Hill, Crispin"
1730,107211,Lancashire Witch,Bermuda,Philadelphia,,5,"Spafford, Samuel"
1730,107212,John Galley,"Antigua, place unspecified",Philadelphia,,,"Ball, John"
1731,107213,Dragon,"Barbados, place unspecified",Philadelphia,,,"Hargrave, Charles"
1731,107214,Three Batchellors,"Barbados, place unspecified",Philadelphia,,2,"Spafford, William"
1731,107215,New Bristol Hope,"Barbados, place unspecified",Philadelphia,,7,"Chalkley, T."
1731,107216,Dragon,"Barbados, place unspecified",Philadelphia,,,"Hargrave, Charles"
1732,107217,Lydia,"Antigua, place unspecified",Philadelphia,,,"Flower, Samuel"
1732,107218,Three Batchellors,"Barbados, place unspecified",Philadelphia,,2,"Spafford, William"
1732,107219,Amity,"Barbados, place unspecified",Philadelphia,,,"Bowling, Thomas"
1732,107220,Lancashire Witch,Bermuda,Philadelphia,,,"Spafford, Samuel"
1732,107221,Sally,"St. Kitts, port unspecified",Philadelphia,,,"Burch, David"
1732,107222,Deborah,Bermuda,Philadelphia,,,"Higg, William"
1734,107224,Three Batchellors,"Barbados, place unspecified",Philadelphia,,,"Spafford, William"
1734,107225,Union,"Jamaica, place unspecified",Philadelphia,,,"McCullock, Robert"
1734,107226,Beaver,"St. Kitts, port unspecified",Philadelphia,,,"Christian, Benjamin"
1734,107227,Rebecca,Bermuda,Philadelphia,,,"Dickinson, George"
1715,107228,Margaret and Mary,"Barbados, place unspecified",New York,,3,"Boyles, Philip"
1715,107229,Success,"Barbados, place unspecified",New York,,1,"Gibons, William"
1715,107230,Nevis,"Nevis, port unspecified",New York,,5,"Barker, Joseph"
1715,107231,John and Mary,"Barbados, place unspecified",New York,,2,"Couzins, Henry"
1715,107232,Royal Anne,"Jamaica, place unspecified",New York,,3,"Taylor, Thomas"
1715,107233,Hope,"Barbados, place unspecified",New York,,1,"Clarke, William"
1715,107234,Fortune,New York,"South Carolina, place unspecified",,,"Vincent, Samuel"
1715,107235,Margaret and Constance,New York,"Virginia, port unspecified",,,"Bedlow, Peter"
